"Sample"	"3prime_overlapping_ncRNA"	"antisense"	"antisense;bidirectional_promoter_lncRNA"	"antisense;lincRNA"	"antisense;processed_transcript"	"antisense;sense_intronic"	"antisense;sense_overlapping"	"bidirectional_promoter_lncRNA"	"bidirectional_promoter_lncRNA;lincRNA"	"bidirectional_promoter_lncRNA;processed_transcript"	"IG_C_gene"	"IG_C_pseudogene"	"IG_D_gene"	"IG_J_gene"	"IG_J_gene;antisense"	"IG_J_gene;lincRNA"	"IG_LV_gene"	"IG_pseudogene"	"IG_V_gene"	"IG_V_pseudogene"	"lincRNA"	"lincRNA;processed_transcript"	"lincRNA;processed_transcript;sense_intronic"	"lincRNA;sense_intronic"	"lincRNA;sense_overlapping"	"macro_lncRNA"	"mapped_reads"	"miRNA"	"misc_RNA"	"Mt_rRNA"	"Mt_tRNA"	"piRNA"	"polymorphic_pseudogene"	"processed_pseudogene"	"processed_transcript"	"processed_transcript;sense_intronic"	"processed_transcript;sense_overlapping"	"protein_coding"	"pseudogene"	"ribozyme"	"rRNA"	"scaRNA"	"scRNA"	"sense_intronic"	"sense_overlapping"	"snoRNA"	"snRNA"	"sRNA"	"TEC"	"total assigned reads"	"TR_C_gene"	"TR_J_gene"	"TR_J_pseudogene"	"TR_V_gene"	"TR_V_gene;antisense"	"TR_V_gene;lincRNA"	"TR_V_pseudogene"	"TR_V_pseudogene;antisense"	"TR_V_pseudogene;sense_overlapping"	"transcribed_processed_pseudogene"	"transcribed_unitary_pseudogene"	"transcribed_unprocessed_pseudogene"	"translated_unprocessed_pseudogene"	"tRNA"	"unassigned"	"unitary_pseudogene"	"unprocessed_pseudogene"	"valid_reads"
"BA13_CA1_svz_20_1"	0	5765	3	84	29	0	2	287	4	0	4	0	0	0	0	0	0	0	1	4	137731	225	7	3	15	0	22588919	9423299	192762	284120	71087	896226	52	2248	100193	0	0	3022563	1378	9009	840251	121792	0	1	92	6423581	95024	0	2408	21729700	1	0	0	4	0	0	0	0	0	237	141	376	1	92872	859219	4487	1331	30316632
"BA13_CA1_svz_21_1"	0	5226	3	97	23	0	5	328	7	1	21	0	0	0	0	0	0	0	2	4	100615	193	8	6	3	1	21815578	9962537	177147	254158	51153	1079210	36	1738	76525	0	0	3278372	1368	8178	792844	127701	0	0	49	4993352	97471	0	1736	21110670	0	0	0	11	0	0	0	0	0	180	245	309	1	94450	704908	3988	1368	28424232
"BA13_CA1_svz_22_1"	0	7811	4	168	25	0	0	520	30	3	19	0	0	0	0	0	0	0	3	6	168193	385	9	2	10	0	28781887	11301245	201093	304810	64768	1540091	79	5732	130360	0	2	3948723	2933	15514	1792083	122205	0	0	115	7095727	98030	0	4368	26917552	0	1	0	5	0	1	1	0	0	417	188	539	1	106022	1864335	3527	1784	41469110
"BA13_CA1_svz_23_1"	0	7020	1	161	43	0	2	345	14	0	18	0	0	0	0	0	0	0	0	1	111216	218	7	17	11	0	23209279	10254792	192393	348632	69760	1592241	70	5016	122448	0	2	3026359	2273	9487	1028583	68541	0	1	83	4549042	171063	0	6647	21680974	2	0	0	3	0	0	0	0	0	238	119	408	1	109889	1528305	2414	1393	32888360
"BA13_CA1_svz_24_1"	0	5164	1	185	12	0	0	430	14	1	11	0	0	0	0	0	0	0	5	1	108359	229	7	10	6	0	20817507	10063445	161849	328288	105011	1046053	63	2456	86489	0	0	2194595	1122	14432	707761	87043	0	0	70	4732375	218903	2	2165	20003080	0	0	0	1	1	0	0	0	0	234	151	368	0	131238	814427	3031	1499	29211147
"BA13_CA1_svz_25_1"	0	4357	1	148	27	0	0	383	10	0	1	0	0	0	0	0	0	0	4	2	118999	181	12	5	8	0	17241151	7107605	130376	257703	91992	710359	41	2133	104701	0	4	2049673	1048	10480	553598	88736	0	0	57	4910243	166741	0	2313	16400827	1	0	0	1	0	0	0	0	0	225	158	313	0	84419	840324	2450	1319	25519802
"BA13_CA1_svz_26_1"	0	4223	3	139	20	0	3	293	4	0	6	0	0	0	0	0	0	0	1	1	88673	139	6	1	4	0	17220587	7976601	142121	288972	87084	669853	28	1325	78149	0	0	1856107	906	12669	545146	89835	0	1	42	4625100	142330	1	1182	16710797	0	0	0	1	0	0	0	0	0	165	163	250	0	95173	509790	2596	1481	26218341
"BA13_CA1_svz_27_1"	0	4108	1	105	19	0	1	258	13	1	18	0	0	0	0	0	0	0	17	4	86229	130	6	5	2	0	16885347	7175670	152122	280867	68504	743171	47	1694	78677	0	1	2233791	925	11980	620777	89936	0	0	58	4444815	179630	0	1847	16260122	0	0	0	5	0	0	0	0	0	156	174	296	0	79564	625225	3296	1202	26328754
"BA13_CA1_svz_28_1"	0	4531	0	105	32	0	1	294	8	0	5	0	0	0	0	0	0	0	1	1	116144	182	4	3	6	1	18736515	6340686	216048	330565	84275	953941	41	2731	94982	0	5	2970756	1569	14378	877797	114805	0	2	54	5333253	216648	2	2939	17766419	1	0	0	3	0	0	0	0	0	169	112	325	1	83447	970096	4277	1289	27704823
"BA13_CA1_svz_29_1"	0	3338	0	45	21	0	1	142	2	1	7	0	0	0	0	0	0	0	0	1	37442	72	2	2	2	0	9765832	3469446	58565	90581	23870	602933	15	696	34578	1	0	2380580	820	4607	357307	62009	0	0	18	2276040	68880	0	567	9534963	0	0	0	3	0	0	0	0	0	90	41	153	0	60912	230869	622	551	14155324
"BA13_CA1_svz_30_1"	0	3633	2	121	22	0	1	283	5	0	8	0	0	0	0	0	0	0	2	2	83091	150	1	4	6	0	17462569	7932185	169168	325023	89948	635378	34	1209	82150	0	2	2153022	921	14233	611563	92410	0	0	42	4508040	187151	0	1308	16978804	0	0	0	1	0	0	0	0	0	153	96	283	0	82058	483765	3968	1127	26293146
"BA13_CA1_svz_31_1"	0	4108	0	80	20	0	2	236	6	1	19	0	0	0	0	0	0	0	1	0	85218	182	2	3	2	0	16259964	6969587	140514	209399	58217	745515	53	2310	88549	0	3	2255186	1202	7641	774848	73471	0	1	57	3853204	109850	0	2532	15455752	3	0	0	4	1	0	0	0	0	200	69	310	1	69869	804212	2334	942	21993055
"BA14_CA1_svz_32_1"	0	9848	2	180	27	0	1	538	4	5	13	0	0	0	0	0	0	0	2	3	163714	316	9	9	13	1	29656423	14198635	171733	276594	100632	1708652	95	6721	117118	0	0	3544982	2725	11467	1184810	94360	0	1	162	5795734	112155	0	6822	27640776	4	0	0	7	0	0	0	0	0	407	240	578	10	127345	2015647	2435	1667	39747319
"BA14_CA1_svz_33_1"	0	4752	1	121	22	0	1	332	14	1	9	0	0	0	0	0	0	0	2	0	80494	148	6	3	0	0	16906797	7413945	123145	165197	57765	714798	42	1655	80871	0	3	2290450	864	7631	618052	77315	0	1	61	4499110	124717	0	1583	16340002	0	0	0	4	0	0	0	0	0	160	140	304	1	73461	566795	1821	1000	23377331
"BA14_CA1_svz_34_1"	0	5505	1	152	24	0	0	315	5	0	6	0	0	0	0	0	0	0	0	2	103338	182	5	4	7	0	19488173	8303576	150359	261595	87515	894137	36	2496	98806	0	5	2670470	1584	10318	712189	114868	0	0	60	4876560	176952	1	2930	18560608	0	0	0	0	0	0	0	0	0	190	97	353	1	81421	927565	3237	1306	28195867
"BA14_CA1_svz_35_1"	0	4871	2	126	18	0	1	376	8	2	7	0	0	1	0	0	0	0	0	2	129260	213	6	1	1	0	21071036	9997525	176516	371061	98141	734072	62	1877	84884	0	0	2474247	1008	15917	627541	141672	0	1	58	5246998	194110	0	1934	20403398	3	0	0	6	0	0	0	0	0	237	104	364	8	93266	667638	5098	1793	30928620
"BA14_CA1_svz_36_1"	0	6393	0	115	12	0	2	334	6	4	6	0	0	0	0	0	0	0	2	2	135827	252	3	5	12	0	25679712	12969684	167492	349540	67900	1041073	62	2360	111749	0	0	2869696	1266	11567	773463	116558	0	0	61	5869521	151003	0	2719	24761913	2	0	0	2	0	0	0	0	0	232	158	411	3	106885	917799	4072	1459	33716829
"BA14_CA1_svz_37_1"	0	3164	0	78	11	0	1	220	1	0	1	0	0	0	0	0	0	0	0	0	62006	113	2	2	3	0	12193367	5387333	94026	176001	49230	524738	34	801	66609	0	0	1604692	615	8106	430357	70345	0	0	40	3210704	128940	2	650	11883854	0	1	0	7	0	0	0	0	0	132	114	207	0	61743	309513	2023	802	17381847
"BA14_CA1_svz_38_1"	0	4985	1	109	13	0	2	252	6	0	0	0	0	0	0	0	0	0	1	0	115103	175	1	3	5	0	18188327	7739243	115802	209083	65789	834836	53	2759	83703	0	3	2535497	1323	9211	659245	98366	0	0	62	4605729	116418	0	3111	17276180	0	0	0	2	0	0	0	0	0	172	81	284	1	70994	912147	2593	1164	25410849
"BA14_CA1_svz_39_1"	0	5613	0	101	28	0	1	282	6	1	9	0	0	0	0	0	0	0	0	2	96775	256	5	6	6	0	18727486	8545433	150963	250871	59800	808160	57	2078	89275	0	0	2328590	918	8970	721669	82483	0	1	68	4680158	114010	1	2008	18051747	0	0	0	7	1	0	1	0	0	234	124	359	2	97948	675739	3193	1274	24692239
"BA14_CA1_svz_40_1"	0	6438	3	152	18	0	2	307	11	0	11	0	0	0	0	0	0	0	2	0	137354	224	10	4	3	0	23232165	10207410	151956	238505	99719	1417828	57	4378	113345	0	1	3081404	2229	9432	983726	98150	0	2	78	5060520	143858	0	4911	21866348	6	0	0	2	0	0	0	0	0	312	122	416	2	99300	1365817	2736	1404	31267480
"BA14_CA1_svz_41_1"	1	4820	0	103	22	0	0	289	9	0	10	0	0	0	0	0	0	0	2	1	122843	145	3	4	2	0	19983858	9024332	162728	257325	76900	680576	38	1247	98441	0	1	2439291	838	8455	663946	112888	0	1	53	5599793	128011	1	1384	19471445	0	1	0	2	0	0	0	0	0	164	114	315	0	81642	512413	3595	1109	27340646
"BA14_CA1_svz_42_1"	0	5387	2	133	19	0	0	323	9	0	5	0	0	0	0	0	0	0	0	0	106455	201	3	10	4	0	19561121	8657625	164608	252631	62640	835883	185	1790	93168	0	0	2281789	1122	10758	628037	87746	0	2	66	5419383	127817	0	1927	18836125	0	0	0	5	0	0	0	0	0	174	158	364	1	91150	724996	3339	1206	28205851
"BA14_CA1_svz_43_1"	0	4438	3	89	22	0	0	229	1	0	3	0	0	0	0	0	0	0	3	0	89486	137	7	5	4	0	16476894	7660497	125660	187315	56696	668645	41	1564	75760	0	0	1902702	714	7141	490891	92127	0	0	44	4433142	99157	0	1529	15980793	0	0	0	3	0	0	0	0	0	175	94	249	1	78851	496101	2350	1018	24407303
"BA14_CA1_svz_44_1"	0	5408	0	197	19	0	0	416	9	1	7	0	0	0	0	0	0	0	6	0	74594	391	0	9	3	0	14352427	7637837	62970	159387	36118	850287	96	3199	29853	0	3	1700445	1187	7447	546358	54680	0	1	119	2332910	53031	0	2441	13617843	0	0	0	7	0	0	0	0	0	337	160	428	3	53730	734584	2070	1679	19484529
"BA14_CA1_svz_45_1"	0	3747	0	51	15	0	0	153	3	0	3	0	0	0	0	0	0	0	0	0	32842	78	6	3	1	0	9046234	3487412	61566	70616	22934	553193	23	869	28952	0	0	1944471	696	3455	355387	52967	0	0	36	2072613	61009	1	550	8805242	0	0	0	7	0	0	0	0	0	86	43	125	0	50075	240992	826	428	12151249
"BA14_CA1_svz_46_1"	0	4779	0	102	13	0	3	284	3	1	10	0	0	0	0	0	0	0	1	1	100972	152	6	2	5	0	21048124	10433120	161295	229994	59980	772809	23	1340	89212	0	2	2469907	1273	9627	625800	114303	0	1	51	5206364	101279	0	1588	20468254	2	1	0	1	1	0	0	0	0	143	80	293	0	79351	579870	3019	1061	29850655
"BA14_CA1_svz_47_1"	0	5603	0	156	25	0	2	392	2	0	33	0	0	0	0	0	0	0	5	1	112352	181	11	7	11	0	24049252	12984339	161508	268977	64250	1030028	58	1738	80649	0	1	2521432	1344	9245	615318	126661	0	1	57	5122436	112335	5	2261	23331149	2	0	0	1	0	0	0	0	0	187	125	361	0	103660	718103	3810	1579	31170862
"BA15_CA1_cc_3_1"	0	4392	1	146	22	0	0	362	4	0	40	0	0	0	0	0	0	0	0	0	89581	139	2	4	10	0	22624639	11590211	170286	409597	79074	805331	44	1570	48485	0	2	2758871	1063	13054	857923	147824	0	0	43	4930683	108116	1	1421	22134700	1	0	0	1	0	0	0	0	0	211	126	342	2	109950	489939	4217	1548	31883284
"BA15_CA1_cc_4_1"	0	5243	0	96	18	0	0	319	6	0	53	0	1	0	0	0	0	0	1	0	95673	224	10	4	0	0	19108965	8221663	173915	322289	76373	945889	49	2803	45937	0	1	3108119	1289	9749	878915	107369	0	0	59	4148584	86680	0	2976	18340067	1	0	0	6	0	1	0	0	0	215	81	344	2	98917	768898	4550	1643	26538357
"BA15_CA1_svz_48_1"	0	4631	0	155	28	1	1	373	5	2	4	0	0	0	0	0	0	0	1	5	74570	242	7	11	9	2	13484383	7020713	54470	121588	27102	864757	57	4094	26838	0	1	1645438	1427	4274	419596	40147	0	0	89	1951569	43211	0	3532	12377078	0	0	0	27	0	0	0	0	0	260	107	404	2	64952	1107305	1179	1197	20095682
"BA15_CA1_svz_49_1"	0	4140	0	100	21	1	0	334	6	0	3	0	0	0	0	0	0	0	2	1	59140	131	9	2	0	0	16806677	7699177	104812	138259	48037	786156	33	1398	55540	0	1	2359953	953	6653	657140	87249	0	0	41	4140208	102294	2	1180	16339527	1	0	0	11	0	0	0	0	0	153	133	285	4	83861	467150	1266	837	23855369
"BA15_CA1_svz_50_1"	0	3778	2	90	16	0	1	214	3	0	3	0	0	0	0	0	0	0	1	0	69051	127	3	7	1	0	15281958	6645838	97455	147828	39643	763018	16	1724	63965	0	5	2243579	1294	6375	474473	91155	0	0	39	3829471	84235	0	1874	14629045	0	0	0	22	1	0	0	0	0	158	71	274	0	60869	652913	1574	792	23478843
"BA15_CA1_svz_51_1"	0	4168	0	149	21	0	1	366	4	0	2	0	0	0	0	0	0	0	1	1	111259	160	1	17	1	0	19602190	8015511	125448	252156	76158	878927	41	1575	82372	0	1	2688772	1286	10748	745944	131499	0	0	60	5659059	152188	1	1537	19024571	1	0	0	1	0	0	1	0	0	213	85	387	1	79506	577619	3376	1566	32076175
"BA15_CA1_svz_52_1"	0	5282	0	105	14	0	2	276	3	0	16	0	0	0	0	0	0	0	0	2	121835	141	2	2	4	1	23891156	10257974	204043	339566	73494	922346	51	1702	107381	0	0	3336937	1163	12784	882937	148758	0	0	36	6529705	184004	0	1901	23236322	1	0	0	4	0	0	0	0	0	200	114	385	1	97221	654834	4505	1424	36014130
"BA15_CA1_svz_53_1"	0	5036	0	144	31	0	3	401	3	0	14	0	0	0	0	0	0	0	3	0	80326	187	5	8	9	0	21085190	9415949	131163	236044	75385	1126670	65	1938	75900	0	3	3204010	1286	9767	803169	129092	0	0	64	4946226	170471	7	1352	20537373	1	0	0	10	0	0	1	0	0	273	152	417	2	118046	547817	2570	1170	30333036
"BA15_CA1_svz_54_1"	0	4478	1	78	23	1	1	213	1	0	10	0	0	0	0	0	0	0	3	0	106982	135	4	7	1	0	19305905	7274573	177459	237284	71181	758605	41	1618	86288	0	2	2785704	1097	14066	870470	113145	0	1	39	5997278	126651	2	1782	18713160	0	0	0	0	0	0	0	0	0	161	81	286	1	79196	592745	3135	1076	32902017
"BA15_CA1_svz_55_1"	0	4672	0	97	31	0	0	299	5	0	29	0	0	0	0	0	0	0	4	2	82069	200	8	4	7	0	17741301	8020890	125392	230720	48031	844254	45	2096	66335	0	4	2323207	1304	8496	650034	89873	0	0	82	4353865	90573	0	2244	17038103	1	0	0	16	0	0	0	0	0	208	135	326	1	88885	703198	2544	1115	26273649
"BA15_CA1_svz_56_1"	0	5851	3	133	23	0	0	370	7	0	16	0	0	0	0	0	0	0	1	3	129971	232	9	4	14	0	23562997	10354735	177024	391180	66051	1240214	57	3083	99299	0	0	2911126	1498	13000	850782	108152	0	1	77	5970843	135523	5	3270	22585235	2	0	0	2	0	0	0	0	0	202	180	453	0	116359	977762	3988	1492	32193501
"BA15_CA1_svz_57_1"	0	4964	0	138	33	0	1	363	12	0	16	0	0	0	0	0	0	0	2	0	103143	199	9	0	4	0	19336423	8289569	144296	263527	53253	957012	58	2910	66436	0	1	2452876	1183	8512	857145	86730	0	0	55	4923963	75912	0	2517	18401663	4	0	0	2	0	0	0	0	0	252	143	413	4	102256	934760	2575	1175	25876718
"BA15_CA1_svz_58_1"	0	6618	2	149	39	1	1	479	6	2	10	0	0	0	0	0	0	0	1	2	120224	268	3	11	9	0	25812474	11654420	227543	396391	78718	1159789	67	2180	90136	0	7	3031067	1167	14792	1013501	113775	0	1	93	6924279	135587	0	1627	25125387	3	0	0	2	0	0	0	0	0	284	210	505	3	145304	687087	4428	1683	35171047
"BA15_CA1_svz_59_1"	0	6935	4	180	32	0	0	468	8	0	44	0	0	0	0	0	0	0	4	0	132215	283	4	8	4	0	26718336	10032036	227288	401200	89995	1425153	74	3950	85457	0	3	4014258	2214	18955	1265349	169785	0	1	78	7403665	138755	7	3077	25562276	6	0	0	1	0	0	0	0	0	349	205	527	1	133143	1156060	4642	1913	39883751
"BA16_CA1_cc_10_1"	0	4443	2	137	25	0	2	394	6	0	21	0	0	0	0	0	0	0	0	1	99201	151	2	1	0	0	21072401	10684701	189826	291813	85041	908615	37	1505	64447	0	6	2445749	989	10822	764543	125141	0	1	28	4650066	138048	2	1168	20609677	0	0	0	6	0	0	0	0	0	209	134	314	3	136983	462724	3385	1709	27992660
"BA16_CA1_cc_11_1"	0	3956	0	126	24	0	0	282	22	1	16	0	0	0	0	0	0	0	1	1	97639	105	5	3	14	0	20218720	10020569	176682	281152	71855	915852	59	1293	44065	1	0	2291398	1034	10309	738313	121977	0	0	28	4768939	107306	7	1021	19788995	0	0	0	3	0	0	0	0	0	130	94	266	2	129504	429725	3522	1419	28562744
"BA16_CA1_cc_12_1"	0	6453	1	180	28	0	2	484	15	0	45	0	0	0	0	0	0	0	0	1	148574	233	8	6	10	0	29247514	14567872	260370	454763	116151	1468953	78	3414	78156	0	0	3272141	1894	13805	1042680	164168	0	0	64	6148521	183341	4	3599	28128629	0	0	0	1	0	0	1	0	0	314	129	463	0	183503	1118885	5563	2641	38019838
"BA16_CA1_cc_13_1"	0	4337	2	176	33	0	0	400	9	0	51	0	0	0	0	0	0	0	2	1	108145	159	4	3	2	0	22787872	12721444	170527	374960	106120	1075723	54	1867	65246	0	0	1939750	1025	10931	611534	123960	0	0	24	4504712	158524	6	1898	22135705	2	0	0	2	0	0	1	0	0	191	155	342	0	147523	652167	3703	2157	29188351
"BA16_CA1_cc_14_1"	0	3720	0	140	29	0	1	321	7	1	32	0	0	0	0	0	0	0	3	1	89626	133	6	2	2	0	18289370	9160390	172547	356409	80795	860317	58	1590	46177	0	2	1910478	885	10263	647188	109429	0	0	36	4145513	125737	3	1118	17854932	1	0	0	3	0	0	1	0	0	181	121	330	2	125734	434438	3864	1736	25323381
"BA16_CA1_cc_15_1"	0	5629	5	132	21	0	3	364	10	1	24	0	0	0	0	0	0	0	1	0	125649	137	2	3	2	0	22798696	11121668	176064	275643	76743	1120078	42	2831	72335	0	3	2636542	1485	9030	805567	97906	0	1	38	5035831	127914	4	3166	21830370	3	0	0	1	0	0	2	0	0	202	111	332	3	130681	968326	2834	1327	30622003
"BA16_CA1_cc_16_1"	0	4830	2	105	20	0	3	311	1	0	51	1	0	1	0	0	0	0	3	1	97290	196	0	6	7	0	21658298	11446190	194860	349410	71836	973689	53	1515	58167	0	3	2289672	666	9874	777918	105476	0	1	47	4525209	128538	0	1350	21194718	1	0	0	5	0	0	0	0	0	181	200	356	3	151455	463580	3665	1550	29185481
"BA16_CA1_cc_17_1"	0	3830	0	125	40	0	0	270	23	1	24	0	0	0	0	0	0	0	2	2	111163	119	3	1	1	0	21952878	11164866	177412	302942	86627	754720	41	1152	67765	1	0	2246508	944	9406	751287	148480	0	0	45	5364665	136893	4	1073	21438046	1	0	0	4	0	0	0	0	0	159	143	243	0	102079	514832	3312	1670	28556441
"BA16_CA1_cc_18_1"	0	2977	2	57	13	0	0	200	14	0	9	0	0	0	0	0	0	0	0	0	31357	80	4	2	1	0	10058234	4142306	66110	100637	21283	665456	41	1146	17295	0	0	2427654	891	3646	331980	61306	0	0	33	1801906	46826	2	641	9796520	0	0	0	5	0	0	0	0	0	103	44	178	0	70838	261714	847	630	13362207
"BA16_CA1_cc_19_1"	0	4378	0	136	15	0	1	287	4	0	47	0	0	0	0	0	0	0	4	3	116008	119	3	7	0	0	24190779	12371361	202389	368649	79558	1012485	39	1522	78905	0	2	2665773	1264	11712	792910	128298	0	0	36	5401103	141903	4	1900	23516277	0	0	0	3	0	0	0	0	0	175	100	329	2	129330	674502	3987	1526	33219360
"BA16_CA1_cc_20_1"	0	4574	0	140	31	0	2	362	8	2	23	0	0	0	0	0	0	0	2	0	108291	194	5	3	5	0	23563710	12451569	220386	338550	77637	1192343	83	2061	55357	0	3	2389967	1258	11503	823203	133133	0	0	44	4785973	122124	4	1869	22900007	2	0	0	1	0	0	0	0	0	224	61	372	1	172445	663703	4025	2167	31016231
"BA16_CA1_cc_5_1"	0	5980	2	181	53	0	2	446	7	0	27	0	0	0	0	0	0	0	6	0	117030	222	5	2	7	0	27431903	15383571	205118	392557	89266	1557331	69	2373	62004	0	0	2497070	1273	11522	921420	118754	0	1	62	4927897	155753	0	2372	26651958	1	0	0	2	0	0	0	2	0	257	109	460	0	192852	779945	3993	1899	34887923
"BA16_CA1_cc_6_1"	0	4552	2	134	22	0	1	387	2	0	44	0	0	0	0	0	0	0	1	0	77780	175	2	5	4	0	19862779	11168099	135302	265659	73885	960160	40	2037	42081	0	3	2201504	953	6883	726542	76286	0	0	37	3311392	108737	4	1682	19295796	2	0	0	17	0	0	0	0	0	202	108	323	0	126626	566983	2581	1540	25205926
"BA16_CA1_cc_7_1"	0	4417	2	158	36	0	0	324	16	0	49	0	0	0	0	0	0	0	0	2	85718	170	4	1	5	0	21165787	11717595	152472	323349	68313	786405	38	1333	45182	0	1	2263263	955	6991	776189	124743	0	1	23	4098060	106837	0	1216	20675098	0	0	0	1	0	0	0	0	0	166	86	287	1	104399	490689	4489	1801	26708245
"BA16_CA1_cc_8_1"	0	3587	2	149	17	0	0	276	19	0	7	0	0	0	0	0	0	0	3	0	84352	106	3	3	1	0	18151720	9950249	139038	259776	73902	793951	48	1194	45476	0	0	1692257	692	8419	552370	96083	0	0	41	3763078	100295	1	1090	17686484	1	0	0	1	0	0	1	0	0	155	130	299	0	115498	465236	2698	1216	24549127
"BA16_CA1_cc_9_1"	0	4803	0	210	27	1	0	503	16	2	38	0	0	0	0	0	0	0	1	0	106114	221	12	11	3	0	23626797	13359477	164049	468816	102175	928581	82	2011	55656	0	0	2213697	1138	9432	781487	121019	0	0	54	4445586	157469	2	1690	23066741	2	0	0	6	0	0	0	0	0	251	121	411	1	133467	560056	5803	2296	29711939
"BA17_CA1_cc_21_1"	0	4920	0	138	23	0	0	309	6	0	45	1	0	0	0	0	0	0	1	3	96879	169	3	2	0	0	19040094	11292582	95723	216279	57154	1132675	34	3040	43081	0	2	1585285	1144	5653	454837	62976	0	0	46	2811285	101680	1	3693	18077282	6	0	0	6	0	0	0	0	0	169	137	288	0	103673	962812	1822	1512	24691754
"BA17_CA1_cc_22_1"	0	5536	1	184	21	0	2	308	21	1	59	0	0	0	0	0	0	0	3	0	70242	189	7	3	1	0	18809042	10752310	91868	209157	65310	1141060	41	1580	39023	0	1	1784753	973	5496	654613	69810	0	0	36	3180649	155632	1	1210	18350284	2	1	0	2	0	0	0	0	0	217	130	356	3	115812	458758	2052	1608	24084968
"BA17_CA1_cc_23_1"	0	5054	0	119	25	0	0	255	3	1	12	0	0	0	0	0	0	0	0	0	88915	108	2	0	11	0	18867154	10585899	156864	289690	62780	793760	42	1348	50937	0	2	1701423	850	7371	514845	98347	0	0	28	3742561	119057	10	1364	18348289	2	0	0	4	0	0	0	0	0	150	118	278	1	121572	518865	3003	1478	24990918
"BA17_CA1_cc_24_1"	0	3839	2	150	17	0	0	216	16	0	13	0	0	0	0	0	0	0	1	0	69756	113	3	2	3	0	13995900	7816369	92596	196025	52680	707026	40	1352	32820	0	0	1304254	612	5307	412428	65123	0	0	26	2648438	86154	4	1244	13594919	0	1	0	4	2	0	0	0	0	169	64	212	1	94864	400981	1959	1014	18762707
"BA17_CA1_cc_25_1"	0	7963	1	201	30	1	3	451	9	0	14	0	0	0	0	0	0	0	3	1	155584	184	5	1	5	0	27140998	14939147	188695	322243	103685	932608	67	1785	84435	0	2	2552872	977	9014	807834	131336	0	0	50	5914926	170510	2	1789	26466500	1	0	0	2	0	0	0	0	0	266	200	427	0	133737	674498	3702	1732	35434518
"BA17_CA1_cc_26_1"	0	7028	2	156	37	0	4	402	8	1	54	0	0	0	0	0	0	0	3	1	96905	152	4	0	4	1	22784947	12878301	159198	309075	85037	1111215	71	1909	59286	0	0	2457499	918	8281	700758	108747	0	2	50	3953861	132897	3	1591	22215472	5	0	0	3	0	0	0	0	1	223	173	454	2	135961	569475	3456	1733	29818296
"BA17_CA1_cc_27_1"	0	7167	0	142	22	0	0	310	28	3	36	0	0	0	0	0	0	0	1	1	130129	159	2	6	1	0	23562889	12060003	189780	337629	78879	1084549	75	2321	52742	0	0	2417796	1142	11865	864426	121024	0	1	54	5198824	138959	5	2165	22846413	4	0	0	1	1	0	0	0	0	212	148	354	4	139869	716476	3831	1743	33817250
"BA17_CA1_cc_28_1"	0	8600	0	198	40	0	2	474	12	0	90	0	0	0	0	0	0	0	1	1	129087	198	8	10	6	0	28876116	16020240	233541	446876	105242	1622969	86	2764	74677	3	1	2649892	1371	13141	822984	132518	0	0	77	5360320	169810	1	2511	28009832	3	0	0	2	0	0	2	0	0	279	200	541	1	203454	866284	4505	3094	38342757
"BA17_CA1_cc_29_1"	0	4223	3	135	17	0	1	264	3	0	66	0	0	0	0	0	0	0	3	2	72234	124	1	0	2	0	17261845	11178763	100512	200505	49889	836986	38	1069	36019	0	0	1280464	508	4542	403561	56141	0	0	27	2473456	70567	2	1105	16862681	3	0	0	1	0	0	0	0	0	148	161	286	0	87478	399164	1932	1440	22685043
"BA17_CA1_cc_30_1"	0	4749	1	118	24	0	0	269	10	0	30	0	0	0	0	0	0	0	1	0	88391	103	3	0	4	0	16207784	9018995	119399	235981	57798	700746	54	1485	40286	0	0	1541300	642	5998	445272	70820	0	0	42	3172860	92091	2	1498	15698321	3	0	0	2	0	0	0	0	0	126	127	287	2	95215	509463	2473	1114	22546925
"BA17_CA1_cc_31_1"	0	4425	4	137	21	0	0	299	5	4	32	0	0	0	0	0	0	0	7	1	74677	143	11	2	2	0	17398464	10915079	129544	237659	47053	691453	44	965	35202	0	7	1258767	458	6413	386130	65493	0	0	32	2995661	84447	1	839	17045485	2	0	0	3	0	0	0	0	0	152	174	280	1	105974	352979	2430	1452	23394460
"BA17_CA1_cc_32_1"	0	4742	0	138	20	0	1	253	14	0	20	0	0	0	0	0	0	0	4	0	80754	142	4	2	4	0	16511495	9224872	125371	210930	44540	781682	29	1767	35462	0	1	1615293	675	6591	476268	78450	0	0	36	3058036	89462	3	1798	15939321	2	0	0	1	0	0	0	0	0	134	164	269	1	97880	572174	2378	1128	23843727
"BA17_CA1_cc_33_1"	0	4010	0	136	13	0	3	299	18	0	21	0	0	1	0	0	0	0	2	2	95243	136	2	4	4	0	17417303	9191195	154144	236390	71533	644551	47	899	46674	0	1	1610604	638	6822	529635	110640	0	0	35	4105464	140959	1	854	17045096	0	0	0	2	0	0	1	0	0	150	149	271	0	89176	372207	2830	1537	23916370
"BA17_CA1_cc_34_1"	0	4524	0	67	13	0	1	177	1	0	22	0	0	0	0	0	0	0	0	0	33336	66	3	2	4	0	10042528	5169577	60967	80119	22254	565666	26	745	16059	0	0	1896832	530	2764	223942	59613	0	0	25	1555824	47750	2	563	9816758	2	0	0	2	0	0	0	0	0	100	57	203	0	73397	225770	774	749	13382842
