V1	Pool number	Sample ID	Barcode Number	SampleID	sampleID	cohort	ID	brain_region	mouse_ID	fastq_name	plate	brain_region_long	age	sex	brain_region_sex
621	BA39	CA1_vis_50	32	CA1_vis_50	BulkSeq_vis_50	CA1	CA1_vis_50	vis	50	BA39_CA1_vis_50_1	P29	Visual Cortex	15	Female	vis_Female
622	BA40	CA1_vis_11	1	CA1_vis_11	BulkSeq_vis_11	CA1	CA1_vis_11	vis	11	BA40_CA1_vis_11_1	P29	Visual Cortex	26	Male	vis_Male
623	BA40	CA1_vis_13	3	CA1_vis_13	BulkSeq_vis_13	CA1	CA1_vis_13	vis	13	BA40_CA1_vis_13_1	P29	Visual Cortex	12	Female	vis_Female
624	BA40	CA1_vis_14	4	CA1_vis_14	BulkSeq_vis_14	CA1	CA1_vis_14	vis	14	BA40_CA1_vis_14_1	P29	Visual Cortex	26	Male	vis_Male
625	BA40	CA1_vis_15	13	CA1_vis_15	BulkSeq_vis_15	CA1	CA1_vis_15	vis	15	BA40_CA1_vis_15_1	P29	Visual Cortex	12	Male	vis_Male
626	BA40	CA1_vis_16	14	CA1_vis_16	BulkSeq_vis_16	CA1	CA1_vis_16	vis	16	BA40_CA1_vis_16_1	P29	Visual Cortex	21	Male	vis_Male
627	BA40	CA1_vis_17	15	CA1_vis_17	BulkSeq_vis_17	CA1	CA1_vis_17	vis	17	BA40_CA1_vis_17_1	P29	Visual Cortex	3	Male	vis_Male
628	BA40	CA1_vis_18	16	CA1_vis_18	BulkSeq_vis_18	CA1	CA1_vis_18	vis	18	BA40_CA1_vis_18_1	P29	Visual Cortex	15	Male	vis_Male
629	BA40	CA1_vis_59	25	CA1_vis_59	BulkSeq_vis_59	CA1	CA1_vis_59	vis	59	BA40_CA1_vis_59_1	P29	Visual Cortex	28	Male	vis_Male
630	BA40	CA1_ent_1	26	CA1_ent_1	BulkSeq_ent_1	CA1	CA1_ent_1	ent	1	BA40_CA1_ent_1_1	P29	Entorhinal cortex	12	Female	ent_Female
631	BA40	CA1_ent_3	28	CA1_ent_3	BulkSeq_ent_3	CA1	CA1_ent_3	ent	3	BA40_CA1_ent_3_1	P29	Entorhinal cortex	12	Male	ent_Male
632	BA40	CA1_ent_5	30	CA1_ent_5	BulkSeq_ent_5	CA1	CA1_ent_5	ent	5	BA40_CA1_ent_5_1	P29	Entorhinal cortex	26	Male	ent_Male
633	BA40	CA1_ent_6	31	CA1_ent_6	BulkSeq_ent_6	CA1	CA1_ent_6	ent	6	BA40_CA1_ent_6_1	P29	Entorhinal cortex	12	Male	ent_Male
634	BA40	CA1_ent_7	32	CA1_ent_7	BulkSeq_ent_7	CA1	CA1_ent_7	ent	7	BA40_CA1_ent_7_1	P29	Entorhinal cortex	12	Female	ent_Female
635	BA41	CA1_vis_19	1	CA1_vis_19	BulkSeq_vis_19	CA1	CA1_vis_19	vis	19	BA41_CA1_vis_19_1	P29	Visual Cortex	18	Male	vis_Male
636	BA41	CA1_vis_20	2	CA1_vis_20	BulkSeq_vis_20	CA1	CA1_vis_20	vis	20	BA41_CA1_vis_20_1	P29	Visual Cortex	21	Male	vis_Male
637	BA41	CA1_vis_21	3	CA1_vis_21	BulkSeq_vis_21	CA1	CA1_vis_21	vis	21	BA41_CA1_vis_21_1	P29	Visual Cortex	3	Male	vis_Male
638	BA41	CA1_vis_22	4	CA1_vis_22	BulkSeq_vis_22	CA1	CA1_vis_22	vis	22	BA41_CA1_vis_22_1	P29	Visual Cortex	15	Male	vis_Male
639	BA41	CA1_vis_23	13	CA1_vis_23	BulkSeq_vis_23	CA1	CA1_vis_23	vis	23	BA41_CA1_vis_23_1	P29	Visual Cortex	18	Male	vis_Male
640	BA41	CA1_vis_24	14	CA1_vis_24	BulkSeq_vis_24	CA1	CA1_vis_24	vis	24	BA41_CA1_vis_24_1	P29	Visual Cortex	21	Male	vis_Male
641	BA41	CA1_vis_25	15	CA1_vis_25	BulkSeq_vis_25	CA1	CA1_vis_25	vis	25	BA41_CA1_vis_25_1	P29	Visual Cortex	3	Male	vis_Male
642	BA41	CA1_vis_26	16	CA1_vis_26	BulkSeq_vis_26	CA1	CA1_vis_26	vis	26	BA41_CA1_vis_26_1	P29	Visual Cortex	15	Male	vis_Male
643	BA41	CA1_ent_8	25	CA1_ent_8	BulkSeq_ent_8	CA1	CA1_ent_8	ent	8	BA41_CA1_ent_8_1	P29	Entorhinal cortex	26	Male	ent_Male
644	BA41	CA1_ent_9	26	CA1_ent_9	BulkSeq_ent_9	CA1	CA1_ent_9	ent	9	BA41_CA1_ent_9_1	P29	Entorhinal cortex	12	Male	ent_Male
645	BA41	CA1_ent_10	27	CA1_ent_10	BulkSeq_ent_10	CA1	CA1_ent_10	ent	10	BA41_CA1_ent_10_1	P29	Entorhinal cortex	12	Female	ent_Female
646	BA41	CA1_ent_11	28	CA1_ent_11	BulkSeq_ent_11	CA1	CA1_ent_11	ent	11	BA41_CA1_ent_11_1	P29	Entorhinal cortex	26	Male	ent_Male
647	BA41	CA1_ent_12	29	CA1_ent_12	BulkSeq_ent_12	CA1	CA1_ent_12	ent	12	BA41_CA1_ent_12_1	P29	Entorhinal cortex	12	Male	ent_Male
648	BA41	CA1_ent_13	30	CA1_ent_13	BulkSeq_ent_13	CA1	CA1_ent_13	ent	13	BA41_CA1_ent_13_1	P29	Entorhinal cortex	12	Female	ent_Female
649	BA41	CA1_ent_14	31	CA1_ent_14	BulkSeq_ent_14	CA1	CA1_ent_14	ent	14	BA41_CA1_ent_14_1	P29	Entorhinal cortex	26	Male	ent_Male
650	BA41	CA1_ent_15	32	CA1_ent_15	BulkSeq_ent_15	CA1	CA1_ent_15	ent	15	BA41_CA1_ent_15_1	P29	Entorhinal cortex	12	Male	ent_Male
651	BA42	CA1_vis_51	1	CA1_vis_51	BulkSeq_vis_51	CA1	CA1_vis_51	vis	51	BA42_CA1_vis_51_1	P29	Visual Cortex	18	Female	vis_Female
652	BA42	CA1_vis_52	2	CA1_vis_52	BulkSeq_vis_52	CA1	CA1_vis_52	vis	52	BA42_CA1_vis_52_1	P29	Visual Cortex	21	Female	vis_Female
653	BA42	CA1_vis_53	3	CA1_vis_53	BulkSeq_vis_53	CA1	CA1_vis_53	vis	53	BA42_CA1_vis_53_1	P29	Visual Cortex	3	Female	vis_Female
654	BA42	CA1_vis_54	4	CA1_vis_54	BulkSeq_vis_54	CA1	CA1_vis_54	vis	54	BA42_CA1_vis_54_1	P29	Visual Cortex	15	Female	vis_Female
655	BA42	CA1_vis_55	13	CA1_vis_55	BulkSeq_vis_55	CA1	CA1_vis_55	vis	55	BA42_CA1_vis_55_1	P29	Visual Cortex	18	Female	vis_Female
656	BA42	CA1_vis_56	14	CA1_vis_56	BulkSeq_vis_56	CA1	CA1_vis_56	vis	56	BA42_CA1_vis_56_1	P29	Visual Cortex	21	Female	vis_Female
657	BA42	CA1_vis_57	15	CA1_vis_57	BulkSeq_vis_57	CA1	CA1_vis_57	vis	57	BA42_CA1_vis_57_1	P29	Visual Cortex	28	Male	vis_Male
658	BA42	CA1_vis_58	16	CA1_vis_58	BulkSeq_vis_58	CA1	CA1_vis_58	vis	58	BA42_CA1_vis_58_1	P29	Visual Cortex	28	Male	vis_Male
659	BA42	CA1_ent_16	25	CA1_ent_16	BulkSeq_ent_16	CA1	CA1_ent_16	ent	16	BA42_CA1_ent_16_1	P29	Entorhinal cortex	21	Male	ent_Male
660	BA42	CA1_ent_17	26	CA1_ent_17	BulkSeq_ent_17	CA1	CA1_ent_17	ent	17	BA42_CA1_ent_17_1	P29	Entorhinal cortex	3	Male	ent_Male
661	BA42	CA1_ent_18	27	CA1_ent_18	BulkSeq_ent_18	CA1	CA1_ent_18	ent	18	BA42_CA1_ent_18_1	P29	Entorhinal cortex	15	Male	ent_Male
662	BA42	CA1_ent_19	28	CA1_ent_19	BulkSeq_ent_19	CA1	CA1_ent_19	ent	19	BA42_CA1_ent_19_1	P29	Entorhinal cortex	18	Male	ent_Male
663	BA42	CA1_ent_20	29	CA1_ent_20	BulkSeq_ent_20	CA1	CA1_ent_20	ent	20	BA42_CA1_ent_20_1	P29	Entorhinal cortex	21	Male	ent_Male
664	BA42	CA1_ent_21	30	CA1_ent_21	BulkSeq_ent_21	CA1	CA1_ent_21	ent	21	BA42_CA1_ent_21_1	P29	Entorhinal cortex	3	Male	ent_Male
665	BA42	CA1_ent_22	31	CA1_ent_22	BulkSeq_ent_22	CA1	CA1_ent_22	ent	22	BA42_CA1_ent_22_1	P29	Entorhinal cortex	15	Male	ent_Male
666	BA42	CA1_ent_23	32	CA1_ent_23	BulkSeq_ent_23	CA1	CA1_ent_23	ent	23	BA42_CA1_ent_23_1	P29	Entorhinal cortex	18	Male	ent_Male
667	BA43	CA1_ent_24	1	CA1_ent_24	BulkSeq_ent_24	CA1	CA1_ent_24	ent	24	BA43_CA1_ent_24_1	P30	Entorhinal cortex	21	Male	ent_Male
668	BA43	CA1_ent_25	2	CA1_ent_25	BulkSeq_ent_25	CA1	CA1_ent_25	ent	25	BA43_CA1_ent_25_1	P30	Entorhinal cortex	3	Male	ent_Male
669	BA43	CA1_ent_26	3	CA1_ent_26	BulkSeq_ent_26	CA1	CA1_ent_26	ent	26	BA43_CA1_ent_26_1	P30	Entorhinal cortex	15	Male	ent_Male
670	BA43	CA1_ent_27	4	CA1_ent_27	BulkSeq_ent_27	CA1	CA1_ent_27	ent	27	BA43_CA1_ent_27_1	P30	Entorhinal cortex	18	Male	ent_Male
671	BA43	CA1_ent_28	13	CA1_ent_28	BulkSeq_ent_28	CA1	CA1_ent_28	ent	28	BA43_CA1_ent_28_1	P30	Entorhinal cortex	21	Male	ent_Male
672	BA43	CA1_ent_29	14	CA1_ent_29	BulkSeq_ent_29	CA1	CA1_ent_29	ent	29	BA43_CA1_ent_29_1	P30	Entorhinal cortex	3	Male	ent_Male
673	BA43	CA1_ent_30	15	CA1_ent_30	BulkSeq_ent_30	CA1	CA1_ent_30	ent	30	BA43_CA1_ent_30_1	P30	Entorhinal cortex	15	Male	ent_Male
683	BA44	CA1_ent_32	1	CA1_ent_32	BulkSeq_ent_32	CA1	CA1_ent_32	ent	32	BA44_CA1_ent_32_1	P30	Entorhinal cortex	21	Male	ent_Male
684	BA44	CA1_ent_33	2	CA1_ent_33	BulkSeq_ent_33	CA1	CA1_ent_33	ent	33	BA44_CA1_ent_33_1	P30	Entorhinal cortex	3	Male	ent_Male
685	BA44	CA1_ent_34	3	CA1_ent_34	BulkSeq_ent_34	CA1	CA1_ent_34	ent	34	BA44_CA1_ent_34_1	P30	Entorhinal cortex	15	Male	ent_Male
686	BA44	CA1_ent_35	4	CA1_ent_35	BulkSeq_ent_35	CA1	CA1_ent_35	ent	35	BA44_CA1_ent_35_1	P30	Entorhinal cortex	18	Male	ent_Male
687	BA44	CA1_ent_36	13	CA1_ent_36	BulkSeq_ent_36	CA1	CA1_ent_36	ent	36	BA44_CA1_ent_36_1	P30	Entorhinal cortex	21	Male	ent_Male
688	BA44	CA1_ent_37	14	CA1_ent_37	BulkSeq_ent_37	CA1	CA1_ent_37	ent	37	BA44_CA1_ent_37_1	P30	Entorhinal cortex	3	Female	ent_Female
689	BA44	CA1_ent_38	15	CA1_ent_38	BulkSeq_ent_38	CA1	CA1_ent_38	ent	38	BA44_CA1_ent_38_1	P30	Entorhinal cortex	15	Female	ent_Female
690	BA44	CA1_ent_39	16	CA1_ent_39	BulkSeq_ent_39	CA1	CA1_ent_39	ent	39	BA44_CA1_ent_39_1	P30	Entorhinal cortex	18	Female	ent_Female
699	BA45	CA1_ent_40	1	CA1_ent_40	BulkSeq_ent_40	CA1	CA1_ent_40	ent	40	BA45_CA1_ent_40_1	P30	Entorhinal cortex	21	Female	ent_Female
700	BA45	CA1_ent_41	2	CA1_ent_41	BulkSeq_ent_41	CA1	CA1_ent_41	ent	41	BA45_CA1_ent_41_1	P30	Entorhinal cortex	3	Female	ent_Female
701	BA45	CA1_ent_42	3	CA1_ent_42	BulkSeq_ent_42	CA1	CA1_ent_42	ent	42	BA45_CA1_ent_42_1	P30	Entorhinal cortex	15	Female	ent_Female
702	BA45	CA1_ent_43	4	CA1_ent_43	BulkSeq_ent_43	CA1	CA1_ent_43	ent	43	BA45_CA1_ent_43_1	P30	Entorhinal cortex	18	Female	ent_Female
703	BA45	CA1_ent_44	13	CA1_ent_44	BulkSeq_ent_44	CA1	CA1_ent_44	ent	44	BA45_CA1_ent_44_1	P30	Entorhinal cortex	21	Female	ent_Female
704	BA45	CA1_ent_45	14	CA1_ent_45	BulkSeq_ent_45	CA1	CA1_ent_45	ent	45	BA45_CA1_ent_45_1	P30	Entorhinal cortex	3	Female	ent_Female
705	BA45	CA1_ent_46	15	CA1_ent_46	BulkSeq_ent_46	CA1	CA1_ent_46	ent	46	BA45_CA1_ent_46_1	P30	Entorhinal cortex	15	Female	ent_Female
706	BA45	CA1_ent_47	16	CA1_ent_47	BulkSeq_ent_47	CA1	CA1_ent_47	ent	47	BA45_CA1_ent_47_1	P30	Entorhinal cortex	18	Female	ent_Female
708	BA45	CA1_ent_57	26	CA1_ent_57	BulkSeq_ent_57	CA1	CA1_ent_57	ent	57	BA45_CA1_ent_57_1	P30	Entorhinal cortex	28	Male	ent_Male
715	BA46	CA1_ent_48	1	CA1_ent_48	BulkSeq_ent_48	CA1	CA1_ent_48	ent	48	BA46_CA1_ent_48_1	P30	Entorhinal cortex	21	Female	ent_Female
716	BA46	CA1_ent_49	2	CA1_ent_49	BulkSeq_ent_49	CA1	CA1_ent_49	ent	49	BA46_CA1_ent_49_1	P30	Entorhinal cortex	3	Female	ent_Female
717	BA46	CA1_ent_50	3	CA1_ent_50	BulkSeq_ent_50	CA1	CA1_ent_50	ent	50	BA46_CA1_ent_50_1	P30	Entorhinal cortex	15	Female	ent_Female
718	BA46	CA1_ent_51	4	CA1_ent_51	BulkSeq_ent_51	CA1	CA1_ent_51	ent	51	BA46_CA1_ent_51_1	P30	Entorhinal cortex	18	Female	ent_Female
719	BA46	CA1_ent_52	13	CA1_ent_52	BulkSeq_ent_52	CA1	CA1_ent_52	ent	52	BA46_CA1_ent_52_1	P30	Entorhinal cortex	21	Female	ent_Female
720	BA46	CA1_ent_53	14	CA1_ent_53	BulkSeq_ent_53	CA1	CA1_ent_53	ent	53	BA46_CA1_ent_53_1	P30	Entorhinal cortex	3	Female	ent_Female
721	BA46	CA1_ent_54	15	CA1_ent_54	BulkSeq_ent_54	CA1	CA1_ent_54	ent	54	BA46_CA1_ent_54_1	P30	Entorhinal cortex	15	Female	ent_Female
722	BA46	CA1_ent_55	16	CA1_ent_55	BulkSeq_ent_55	CA1	CA1_ent_55	ent	55	BA46_CA1_ent_55_1	P30	Entorhinal cortex	18	Female	ent_Female
739	BA47	CA1_hy_15	25	CA1_hy_15	BulkSeq_hy_15	CA1	CA1_hy_15	hy	15	BA47_CA1_hy_15_1	P30	Hypothalamus	12	Male	hy_Male
740	BA47	CA1_hy_16	26	CA1_hy_16	BulkSeq_hy_16	CA1	CA1_hy_16	hy	16	BA47_CA1_hy_16_1	P30	Hypothalamus	21	Male	hy_Male
741	BA47	CA1_hy_17	27	CA1_hy_17	BulkSeq_hy_17	CA1	CA1_hy_17	hy	17	BA47_CA1_hy_17_1	P30	Hypothalamus	3	Male	hy_Male
742	BA47	CA1_hy_18	28	CA1_hy_18	BulkSeq_hy_18	CA1	CA1_hy_18	hy	18	BA47_CA1_hy_18_1	P30	Hypothalamus	15	Male	hy_Male
743	BA47	CA1_hy_19	29	CA1_hy_19	BulkSeq_hy_19	CA1	CA1_hy_19	hy	19	BA47_CA1_hy_19_1	P30	Hypothalamus	18	Male	hy_Male
744	BA47	CA1_hy_20	30	CA1_hy_20	BulkSeq_hy_20	CA1	CA1_hy_20	hy	20	BA47_CA1_hy_20_1	P30	Hypothalamus	21	Male	hy_Male
745	BA47	CA1_hy_21	31	CA1_hy_21	BulkSeq_hy_21	CA1	CA1_hy_21	hy	21	BA47_CA1_hy_21_1	P30	Hypothalamus	3	Male	hy_Male
746	BA47	CA1_hy_22	32	CA1_hy_22	BulkSeq_hy_22	CA1	CA1_hy_22	hy	22	BA47_CA1_hy_22_1	P30	Hypothalamus	15	Male	hy_Male
755	BA48	CA1_hy_23	25	CA1_hy_23	BulkSeq_hy_23	CA1	CA1_hy_23	hy	23	BA48_CA1_hy_23_1	P30	Hypothalamus	18	Male	hy_Male
756	BA48	CA1_hy_24	26	CA1_hy_24	BulkSeq_hy_24	CA1	CA1_hy_24	hy	24	BA48_CA1_hy_24_1	P30	Hypothalamus	21	Male	hy_Male
757	BA48	CA1_hy_25	27	CA1_hy_25	BulkSeq_hy_25	CA1	CA1_hy_25	hy	25	BA48_CA1_hy_25_1	P30	Hypothalamus	3	Male	hy_Male
758	BA48	CA1_hy_26	28	CA1_hy_26	BulkSeq_hy_26	CA1	CA1_hy_26	hy	26	BA48_CA1_hy_26_1	P30	Hypothalamus	15	Male	hy_Male
759	BA48	CA1_hy_27	29	CA1_hy_27	BulkSeq_hy_27	CA1	CA1_hy_27	hy	27	BA48_CA1_hy_27_1	P30	Hypothalamus	18	Male	hy_Male
760	BA48	CA1_hy_28	30	CA1_hy_28	BulkSeq_hy_28	CA1	CA1_hy_28	hy	28	BA48_CA1_hy_28_1	P30	Hypothalamus	21	Male	hy_Male
761	BA48	CA1_hy_29	31	CA1_hy_29	BulkSeq_hy_29	CA1	CA1_hy_29	hy	29	BA48_CA1_hy_29_1	P30	Hypothalamus	3	Male	hy_Male
762	BA48	CA1_hy_30	32	CA1_hy_30	BulkSeq_hy_30	CA1	CA1_hy_30	hy	30	BA48_CA1_hy_30_1	P30	Hypothalamus	15	Male	hy_Male
786	BA50	CA1_pon_1	16	CA1_pon_1	BulkSeq_pon_1	CA1	CA1_pon_1	pon	1	BA50_CA1_pon_1_1	P31	Pons	12	Female	pon_Female
787	BA50	CA1_pon_2	25	CA1_pon_2	BulkSeq_pon_2	CA1	CA1_pon_2	pon	2	BA50_CA1_pon_2_1	P31	Pons	26	Male	pon_Male
788	BA50	CA1_pon_3	26	CA1_pon_3	BulkSeq_pon_3	CA1	CA1_pon_3	pon	3	BA50_CA1_pon_3_1	P31	Pons	12	Male	pon_Male
790	BA50	CA1_pon_5	28	CA1_pon_5	BulkSeq_pon_5	CA1	CA1_pon_5	pon	5	BA50_CA1_pon_5_1	P31	Pons	26	Male	pon_Male
791	BA50	CA1_pon_6	29	CA1_pon_6	BulkSeq_pon_6	CA1	CA1_pon_6	pon	6	BA50_CA1_pon_6_1	P31	Pons	12	Male	pon_Male
792	BA50	CA1_pon_7	30	CA1_pon_7	BulkSeq_pon_7	CA1	CA1_pon_7	pon	7	BA50_CA1_pon_7_1	P31	Pons	12	Female	pon_Female
793	BA50	CA1_pon_8	31	CA1_pon_8	BulkSeq_pon_8	CA1	CA1_pon_8	pon	8	BA50_CA1_pon_8_1	P31	Pons	26	Male	pon_Male
794	BA50	CA1_pon_9	32	CA1_pon_9	BulkSeq_pon_9	CA1	CA1_pon_9	pon	9	BA50_CA1_pon_9_1	P31	Pons	12	Male	pon_Male
795	BA51	CA1_pon_10	1	CA1_pon_10	BulkSeq_pon_10	CA1	CA1_pon_10	pon	10	BA51_CA1_pon_10_1	P31	Pons	12	Female	pon_Female
797	BA51	CA1_pon_12	3	CA1_pon_12	BulkSeq_pon_12	CA1	CA1_pon_12	pon	12	BA51_CA1_pon_12_1	P31	Pons	12	Male	pon_Male
798	BA51	CA1_pon_13	4	CA1_pon_13	BulkSeq_pon_13	CA1	CA1_pon_13	pon	13	BA51_CA1_pon_13_1	P31	Pons	12	Female	pon_Female
799	BA51	CA1_pon_14	13	CA1_pon_14	BulkSeq_pon_14	CA1	CA1_pon_14	pon	14	BA51_CA1_pon_14_1	P31	Pons	26	Male	pon_Male
800	BA51	CA1_pon_15	14	CA1_pon_15	BulkSeq_pon_15	CA1	CA1_pon_15	pon	15	BA51_CA1_pon_15_1	P31	Pons	12	Male	pon_Male
801	BA51	CA1_pon_16	15	CA1_pon_16	BulkSeq_pon_16	CA1	CA1_pon_16	pon	16	BA51_CA1_pon_16_1	P31	Pons	21	Male	pon_Male
802	BA51	CA1_pon_17	16	CA1_pon_17	BulkSeq_pon_17	CA1	CA1_pon_17	pon	17	BA51_CA1_pon_17_1	P31	Pons	3	Male	pon_Male
803	BA51	CA1_pon_58	25	CA1_pon_58	BulkSeq_pon_58	CA1	CA1_pon_58	pon	58	BA51_CA1_pon_58_1	P31	Pons	28	Male	pon_Male
804	BA51	CA1_pon_59	26	CA1_pon_59	BulkSeq_pon_59	CA1	CA1_pon_59	pon	59	BA51_CA1_pon_59_1	P31	Pons	28	Male	pon_Male
805	BA51	CA1_cer_1	27	CA1_cer_1	BulkSeq_cer_1	CA1	CA1_cer_1	cer	1	BA51_CA1_cer_1_1	P31	Cerebellum	12	Female	cer_Female
806	BA51	CA1_cer_2	28	CA1_cer_2	BulkSeq_cer_2	CA1	CA1_cer_2	cer	2	BA51_CA1_cer_2_1	P31	Cerebellum	26	Male	cer_Male
807	BA51	CA1_cer_3	29	CA1_cer_3	BulkSeq_cer_3	CA1	CA1_cer_3	cer	3	BA51_CA1_cer_3_1	P31	Cerebellum	12	Male	cer_Male
809	BA51	CA1_cer_5	31	CA1_cer_5	BulkSeq_cer_5	CA1	CA1_cer_5	cer	5	BA51_CA1_cer_5_1	P31	Cerebellum	26	Male	cer_Male
810	BA51	CA1_cer_6	32	CA1_cer_6	BulkSeq_cer_6	CA1	CA1_cer_6	cer	6	BA51_CA1_cer_6_1	P31	Cerebellum	12	Male	cer_Male
811	BA52	CA1_pon_18	1	CA1_pon_18	BulkSeq_pon_18	CA1	CA1_pon_18	pon	18	BA52_CA1_pon_18_1	P31	Pons	15	Male	pon_Male
812	BA52	CA1_pon_19	2	CA1_pon_19	BulkSeq_pon_19	CA1	CA1_pon_19	pon	19	BA52_CA1_pon_19_1	P31	Pons	18	Male	pon_Male
813	BA52	CA1_pon_20	3	CA1_pon_20	BulkSeq_pon_20	CA1	CA1_pon_20	pon	20	BA52_CA1_pon_20_1	P31	Pons	21	Male	pon_Male
814	BA52	CA1_pon_21	4	CA1_pon_21	BulkSeq_pon_21	CA1	CA1_pon_21	pon	21	BA52_CA1_pon_21_1	P31	Pons	3	Male	pon_Male
815	BA52	CA1_pon_22	13	CA1_pon_22	BulkSeq_pon_22	CA1	CA1_pon_22	pon	22	BA52_CA1_pon_22_1	P31	Pons	15	Male	pon_Male
816	BA52	CA1_pon_23	14	CA1_pon_23	BulkSeq_pon_23	CA1	CA1_pon_23	pon	23	BA52_CA1_pon_23_1	P31	Pons	18	Male	pon_Male
817	BA52	CA1_pon_24	15	CA1_pon_24	BulkSeq_pon_24	CA1	CA1_pon_24	pon	24	BA52_CA1_pon_24_1	P31	Pons	21	Male	pon_Male
818	BA52	CA1_pon_25	16	CA1_pon_25	BulkSeq_pon_25	CA1	CA1_pon_25	pon	25	BA52_CA1_pon_25_1	P31	Pons	3	Male	pon_Male
819	BA52	CA1_cer_7	25	CA1_cer_7	BulkSeq_cer_7	CA1	CA1_cer_7	cer	7	BA52_CA1_cer_7_1	P31	Cerebellum	12	Female	cer_Female
820	BA52	CA1_cer_8	26	CA1_cer_8	BulkSeq_cer_8	CA1	CA1_cer_8	cer	8	BA52_CA1_cer_8_1	P31	Cerebellum	26	Male	cer_Male
821	BA52	CA1_cer_9	27	CA1_cer_9	BulkSeq_cer_9	CA1	CA1_cer_9	cer	9	BA52_CA1_cer_9_1	P31	Cerebellum	12	Male	cer_Male
822	BA52	CA1_cer_10	28	CA1_cer_10	BulkSeq_cer_10	CA1	CA1_cer_10	cer	10	BA52_CA1_cer_10_1	P31	Cerebellum	12	Female	cer_Female
823	BA52	CA1_cer_11	29	CA1_cer_11	BulkSeq_cer_11	CA1	CA1_cer_11	cer	11	BA52_CA1_cer_11_1	P31	Cerebellum	26	Male	cer_Male
824	BA52	CA1_cer_12	30	CA1_cer_12	BulkSeq_cer_12	CA1	CA1_cer_12	cer	12	BA52_CA1_cer_12_1	P31	Cerebellum	12	Male	cer_Male
825	BA52	CA1_cer_13	31	CA1_cer_13	BulkSeq_cer_13	CA1	CA1_cer_13	cer	13	BA52_CA1_cer_13_1	P31	Cerebellum	12	Female	cer_Female
826	BA52	CA1_cer_14	32	CA1_cer_14	BulkSeq_cer_14	CA1	CA1_cer_14	cer	14	BA52_CA1_cer_14_1	P31	Cerebellum	26	Male	cer_Male
829	BA53	CA1_pon_28	3	CA1_pon_28	BulkSeq_pon_28	CA1	CA1_pon_28	pon	28	BA53_CA1_pon_28_1	P31	Pons	21	Male	pon_Male
830	BA53	CA1_pon_29	4	CA1_pon_29	BulkSeq_pon_29	CA1	CA1_pon_29	pon	29	BA53_CA1_pon_29_1	P31	Pons	3	Male	pon_Male
831	BA53	CA1_pon_30	13	CA1_pon_30	BulkSeq_pon_30	CA1	CA1_pon_30	pon	30	BA53_CA1_pon_30_1	P31	Pons	15	Male	pon_Male
832	BA53	CA1_pon_31	14	CA1_pon_31	BulkSeq_pon_31	CA1	CA1_pon_31	pon	31	BA53_CA1_pon_31_1	P31	Pons	18	Male	pon_Male
833	BA53	CA1_pon_32	15	CA1_pon_32	BulkSeq_pon_32	CA1	CA1_pon_32	pon	32	BA53_CA1_pon_32_1	P31	Pons	21	Male	pon_Male
834	BA53	CA1_pon_33	16	CA1_pon_33	BulkSeq_pon_33	CA1	CA1_pon_33	pon	33	BA53_CA1_pon_33_1	P31	Pons	3	Male	pon_Male
835	BA53	CA1_cer_15	25	CA1_cer_15	BulkSeq_cer_15	CA1	CA1_cer_15	cer	15	BA53_CA1_cer_15_1	P31	Cerebellum	12	Male	cer_Male
836	BA53	CA1_cer_16	26	CA1_cer_16	BulkSeq_cer_16	CA1	CA1_cer_16	cer	16	BA53_CA1_cer_16_1	P31	Cerebellum	21	Male	cer_Male
837	BA53	CA1_cer_17	27	CA1_cer_17	BulkSeq_cer_17	CA1	CA1_cer_17	cer	17	BA53_CA1_cer_17_1	P31	Cerebellum	3	Male	cer_Male
838	BA53	CA1_cer_18	28	CA1_cer_18	BulkSeq_cer_18	CA1	CA1_cer_18	cer	18	BA53_CA1_cer_18_1	P31	Cerebellum	15	Male	cer_Male
839	BA53	CA1_cer_19	29	CA1_cer_19	BulkSeq_cer_19	CA1	CA1_cer_19	cer	19	BA53_CA1_cer_19_1	P31	Cerebellum	18	Male	cer_Male
840	BA53	CA1_cer_20	30	CA1_cer_20	BulkSeq_cer_20	CA1	CA1_cer_20	cer	20	BA53_CA1_cer_20_1	P31	Cerebellum	21	Male	cer_Male
841	BA53	CA1_cer_21	31	CA1_cer_21	BulkSeq_cer_21	CA1	CA1_cer_21	cer	21	BA53_CA1_cer_21_1	P31	Cerebellum	3	Male	cer_Male
845	BA54	CA1_pon_36	3	CA1_pon_36	BulkSeq_pon_36	CA1	CA1_pon_36	pon	36	BA54_CA1_pon_36_1	P31	Pons	21	Male	pon_Male
846	BA54	CA1_pon_37	4	CA1_pon_37	BulkSeq_pon_37	CA1	CA1_pon_37	pon	37	BA54_CA1_pon_37_1	P31	Pons	3	Female	pon_Female
847	BA54	CA1_pon_38	13	CA1_pon_38	BulkSeq_pon_38	CA1	CA1_pon_38	pon	38	BA54_CA1_pon_38_1	P31	Pons	15	Female	pon_Female
848	BA54	CA1_pon_39	14	CA1_pon_39	BulkSeq_pon_39	CA1	CA1_pon_39	pon	39	BA54_CA1_pon_39_1	P31	Pons	18	Female	pon_Female
849	BA54	CA1_pon_40	15	CA1_pon_40	BulkSeq_pon_40	CA1	CA1_pon_40	pon	40	BA54_CA1_pon_40_1	P31	Pons	21	Female	pon_Female
